gene	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ008379	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WME1]	ID=gene:CPIJ008379;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WME1];gene_id=CPIJ008379;logic_name=vectorbase_culex
CPIJ008381	0	0	1	1	0	0	1		RT14 protein [Source:UniProtKB/TrEMBL%3BAcc:B0WME3]	ID=gene:CPIJ008381;biotype=protein_coding;description=RT14 protein [Source:UniProtKB/TrEMBL%3BAcc:B0WME3];gene_id=CPIJ008381;logic_name=vectorbase_culex
CPIJ008389	0	0	1	1	0	0	1		40S ribosomal protein S12 [Source:VB Community Annotation]	ID=gene:CPIJ008389;biotype=protein_coding;description=40S ribosomal protein S12 [Source:VB Community Annotation];gene_id=CPIJ008389;logic_name=vectorbase_culex
CPIJ008392	0	0	1	1	0	0	1		N-acetyltransferase 5 [Source:UniProtKB/TrEMBL%3BAcc:B0WMF4]	ID=gene:CPIJ008392;biotype=protein_coding;description=N-acetyltransferase 5 [Source:UniProtKB/TrEMBL%3BAcc:B0WMF4];gene_id=CPIJ008392;logic_name=vectorbase_culex
CPIJ008402	0	0	1	1	0	0	1	mRpL33	39S ribosomal protein L33%2C mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ008402;Name=mRpL33;biotype=protein_coding;description=39S ribosomal protein L33%2C mitochondrial [Source:VB Community Annotation];gene_id=CPIJ008402;logic_name=vectorbase_culex
CPIJ008403	0	0	1	0	0	0	0		phospholipase c beta [Source:VB Community Annotation]	ID=gene:CPIJ008403;biotype=protein_coding;description=phospholipase c beta [Source:VB Community Annotation];gene_id=CPIJ008403;logic_name=vectorbase_culex
CPIJ008421	0	0	1	1	0	0	1		ribosomal protein L28%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ008421;biotype=protein_coding;description=ribosomal protein L28%2C putative [Source:VB Community Annotation];gene_id=CPIJ008421;logic_name=vectorbase_culex
CPIJ008427	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN21]	ID=gene:CPIJ008427;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN21];gene_id=CPIJ008427;logic_name=vectorbase_culex
CPIJ008430	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMP7]	ID=gene:CPIJ008430;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMP7];gene_id=CPIJ008430;logic_name=vectorbase_culex
CPIJ008435	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMQ2]	ID=gene:CPIJ008435;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMQ2];gene_id=CPIJ008435;logic_name=vectorbase_culex
CPIJ008439	0	0	0	0	1	0	0		puromycin-sensitive aminopeptidase [Source:VB Community Annotation]	ID=gene:CPIJ008439;biotype=protein_coding;description=puromycin-sensitive aminopeptidase [Source:VB Community Annotation];gene_id=CPIJ008439;logic_name=vectorbase_culex
CPIJ008441	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMQ8]	ID=gene:CPIJ008441;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMQ8];gene_id=CPIJ008441;logic_name=vectorbase_culex
CPIJ008450	0	0	0	1	0	0	0		Peroxiredoxin-6 [Source:UniProtKB/TrEMBL%3BAcc:B0WMP0]	ID=gene:CPIJ008450;biotype=protein_coding;description=Peroxiredoxin-6 [Source:UniProtKB/TrEMBL%3BAcc:B0WMP0];gene_id=CPIJ008450;logic_name=vectorbase_culex
CPIJ008457	0	0	1	1	0	0	1		39S ribosomal protein L55%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ008457;biotype=protein_coding;description=39S ribosomal protein L55%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ008457;logic_name=vectorbase_culex
CPIJ008464	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMX9]	ID=gene:CPIJ008464;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMX9];gene_id=CPIJ008464;logic_name=vectorbase_culex
CPIJ008470	0	0	1	1	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMY5]	ID=gene:CPIJ008470;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMY5];gene_id=CPIJ008470;logic_name=vectorbase_culex
CPIJ008471	0	0	1	1	0	0	1		Putative 1.7 kDa basic salivary petide [Source:UniProtKB/TrEMBL%3BAcc:Q6TRZ1]	ID=gene:CPIJ008471;biotype=protein_coding;description=Putative 1.7 kDa basic salivary petide [Source:UniProtKB/TrEMBL%3BAcc:Q6TRZ1];gene_id=CPIJ008471;logic_name=vectorbase_culex
CPIJ008472	0	0	1	1	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMY7]	ID=gene:CPIJ008472;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMY7];gene_id=CPIJ008472;logic_name=vectorbase_culex
CPIJ008480	0	0	0	1	0	0	0		Mitotic spindle checkpoint component mad2 [Source:UniProtKB/TrEMBL%3BAcc:B0WMZ5]	ID=gene:CPIJ008480;biotype=protein_coding;description=Mitotic spindle checkpoint component mad2 [Source:UniProtKB/TrEMBL%3BAcc:B0WMZ5];gene_id=CPIJ008480;logic_name=vectorbase_culex
CPIJ008481	0	0	1	1	0	0	0		ADP ribosylation factor%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ008481;biotype=protein_coding;description=ADP ribosylation factor%2C putative [Source:VB Community Annotation];gene_id=CPIJ008481;logic_name=vectorbase_culex
CPIJ008488	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN03]	ID=gene:CPIJ008488;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN03];gene_id=CPIJ008488;logic_name=vectorbase_culex
CPIJ008492	0	0	1	1	0	0	0		39S ribosomal protein L40%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ008492;biotype=protein_coding;description=39S ribosomal protein L40%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ008492;logic_name=vectorbase_culex
CPIJ008494	0	0	0	1	0	0	0		Histone H2A [Source:UniProtKB/TrEMBL%3BAcc:B0WN56]	ID=gene:CPIJ008494;biotype=protein_coding;description=Histone H2A [Source:UniProtKB/TrEMBL%3BAcc:B0WN56];gene_id=CPIJ008494;logic_name=vectorbase_culex
CPIJ008502	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN64]	ID=gene:CPIJ008502;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN64];gene_id=CPIJ008502;logic_name=vectorbase_culex
CPIJ008511	1	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNL6]	ID=gene:CPIJ008511;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNL6];gene_id=CPIJ008511;logic_name=vectorbase_culex
CPIJ008512	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNL7]	ID=gene:CPIJ008512;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNL7];gene_id=CPIJ008512;logic_name=vectorbase_culex
CPIJ008513	0	0	0	0	1	0	0		Rab5 GDP/GTP exchange factor [Source:UniProtKB/TrEMBL%3BAcc:B0WNL8]	ID=gene:CPIJ008513;biotype=protein_coding;description=Rab5 GDP/GTP exchange factor [Source:UniProtKB/TrEMBL%3BAcc:B0WNL8];gene_id=CPIJ008513;logic_name=vectorbase_culex
CPIJ008517	0	0	0	1	0	0	0		Transcriptional repressor CTCF [Source:UniProtKB/TrEMBL%3BAcc:B0WNM2]	ID=gene:CPIJ008517;biotype=protein_coding;description=Transcriptional repressor CTCF [Source:UniProtKB/TrEMBL%3BAcc:B0WNM2];gene_id=CPIJ008517;logic_name=vectorbase_culex
CPIJ008518	0	0	0	1	0	0	0		mediator complex%2C subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ008518;biotype=protein_coding;description=mediator complex%2C subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ008518;logic_name=vectorbase_culex
CPIJ008520	0	0	0	0	1	0	0		Major sperm protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNM5]	ID=gene:CPIJ008520;biotype=protein_coding;description=Major sperm protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNM5];gene_id=CPIJ008520;logic_name=vectorbase_culex
CPIJ008523	0	0	1	0	0	0	0		serine-type enodpeptidase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ008523;biotype=protein_coding;description=serine-type enodpeptidase%2C putative [Source:VB Community Annotation];gene_id=CPIJ008523;logic_name=vectorbase_culex
CPIJ008524	0	0	1	0	0	0	0		serine protease SP24D precursor [Source:VB Community Annotation]	ID=gene:CPIJ008524;biotype=protein_coding;description=serine protease SP24D precursor [Source:VB Community Annotation];gene_id=CPIJ008524;logic_name=vectorbase_culex
CPIJ008536	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNP1]	ID=gene:CPIJ008536;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNP1];gene_id=CPIJ008536;logic_name=vectorbase_culex
CPIJ008537	0	0	0	1	0	0	0		Translation initiation factor if-2 [Source:UniProtKB/TrEMBL%3BAcc:B0WNP2]	ID=gene:CPIJ008537;biotype=protein_coding;description=Translation initiation factor if-2 [Source:UniProtKB/TrEMBL%3BAcc:B0WNP2];gene_id=CPIJ008537;logic_name=vectorbase_culex
CPIJ008548	0	0	0	1	0	0	0		Zinc finger protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNK3]	ID=gene:CPIJ008548;biotype=protein_coding;description=Zinc finger protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNK3];gene_id=CPIJ008548;logic_name=vectorbase_culex
CPIJ008555	0	0	1	0	0	0	1		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0WNL0]	ID=gene:CPIJ008555;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0WNL0];gene_id=CPIJ008555;logic_name=vectorbase_culex
CPIJ008563	0	0	1	1	0	0	0		MICOS complex subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WN75]	ID=gene:CPIJ008563;biotype=protein_coding;description=MICOS complex subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WN75];gene_id=CPIJ008563;logic_name=vectorbase_culex
CPIJ008573	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN85]	ID=gene:CPIJ008573;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN85];gene_id=CPIJ008573;logic_name=vectorbase_culex
CPIJ008576	0	0	1	1	0	0	1		Pre-mRNA branch site protein p14 [Source:UniProtKB/TrEMBL%3BAcc:B0WN88]	ID=gene:CPIJ008576;biotype=protein_coding;description=Pre-mRNA branch site protein p14 [Source:UniProtKB/TrEMBL%3BAcc:B0WN88];gene_id=CPIJ008576;logic_name=vectorbase_culex
CPIJ008582	0	0	1	1	0	0	1		Single-pass membrane and coiled-coil domain-containing protein 4 homolog [Source:UniProtKB/Swiss-Prot%3BAcc:B0WN94]	ID=gene:CPIJ008582;biotype=protein_coding;description=Single-pass membrane and coiled-coil domain-containing protein 4 homolog [Source:UniProtKB/Swiss-Prot%3BAcc:B0WN94];gene_id=CPIJ008582;logic_name=vectorbase_culex
CPIJ008583	0	0	1	1	0	0	1		DnaJ domain containing protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN95]	ID=gene:CPIJ008583;biotype=protein_coding;description=DnaJ domain containing protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN95];gene_id=CPIJ008583;logic_name=vectorbase_culex
CPIJ008584	0	0	1	1	0	0	0		40S ribosomal protein S3a [Source:UniProtKB/Swiss-Prot%3BAcc:B0WN96]	ID=gene:CPIJ008584;biotype=protein_coding;description=40S ribosomal protein S3a [Source:UniProtKB/Swiss-Prot%3BAcc:B0WN96];gene_id=CPIJ008584;logic_name=community_models
CPIJ008592	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNQ0]	ID=gene:CPIJ008592;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNQ0];gene_id=CPIJ008592;logic_name=vectorbase_culex
CPIJ008594	0	0	0	1	0	0	0		Peptidyl-prolyl isomerase cwc27 [Source:UniProtKB/TrEMBL%3BAcc:B0WNQ2]	ID=gene:CPIJ008594;biotype=protein_coding;description=Peptidyl-prolyl isomerase cwc27 [Source:UniProtKB/TrEMBL%3BAcc:B0WNQ2];gene_id=CPIJ008594;logic_name=vectorbase_culex
CPIJ008599	0	0	0	1	1	0	1		ATP-dependent RNA helicase DDX54 [Source:VB Community Annotation]	ID=gene:CPIJ008599;biotype=protein_coding;description=ATP-dependent RNA helicase DDX54 [Source:VB Community Annotation];gene_id=CPIJ008599;logic_name=vectorbase_culex
CPIJ008604	0	0	1	1	0	0	1		mitochondrial ribosomal protein%2C L48%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ008604;biotype=protein_coding;description=mitochondrial ribosomal protein%2C L48%2C putative [Source:VB Community Annotation];gene_id=CPIJ008604;logic_name=vectorbase_culex
CPIJ008621	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNS9]	ID=gene:CPIJ008621;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNS9];gene_id=CPIJ008621;logic_name=vectorbase_culex
CPIJ008622	0	0	0	1	0	0	0		Chromosome-associated kinesin KIF4A [Source:UniProtKB/TrEMBL%3BAcc:B0WNT0]	ID=gene:CPIJ008622;biotype=protein_coding;description=Chromosome-associated kinesin KIF4A [Source:UniProtKB/TrEMBL%3BAcc:B0WNT0];gene_id=CPIJ008622;logic_name=vectorbase_culex
CPIJ008624	0	0	1	1	0	0	1		Srp9 [Source:VB Community Annotation]	ID=gene:CPIJ008624;biotype=protein_coding;description=Srp9 [Source:VB Community Annotation];gene_id=CPIJ008624;logic_name=vectorbase_culex
CPIJ008637	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNC1]	ID=gene:CPIJ008637;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNC1];gene_id=CPIJ008637;logic_name=vectorbase_culex
CPIJ008648	0	0	0	1	0	0	0		Yemanuclein [Source:UniProtKB/TrEMBL%3BAcc:B0WND2]	ID=gene:CPIJ008648;biotype=protein_coding;description=Yemanuclein [Source:UniProtKB/TrEMBL%3BAcc:B0WND2];gene_id=CPIJ008648;logic_name=vectorbase_culex
CPIJ008649	0	0	1	1	0	0	1		OV-16 antigen precursor [Source:VB Community Annotation]	ID=gene:CPIJ008649;biotype=protein_coding;description=OV-16 antigen precursor [Source:VB Community Annotation];gene_id=CPIJ008649;logic_name=vectorbase_culex
CPIJ008665	0	0	1	1	0	0	1		mitochondrial ATP synthase coupling factor 6 precursor [Source:VB Community Annotation]	ID=gene:CPIJ008665;biotype=protein_coding;description=mitochondrial ATP synthase coupling factor 6 precursor [Source:VB Community Annotation];gene_id=CPIJ008665;logic_name=vectorbase_culex
CPIJ008666	0	0	0	1	0	0	0		DNA polymerase epsilon catalytic subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WNF0]	ID=gene:CPIJ008666;biotype=protein_coding;description=DNA polymerase epsilon catalytic subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WNF0];gene_id=CPIJ008666;logic_name=vectorbase_culex
CPIJ008676	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNG0]	ID=gene:CPIJ008676;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNG0];gene_id=CPIJ008676;logic_name=vectorbase_culex
CPIJ008678	0	0	0	1	0	0	0		DNA replication licensing factor mcm5 [Source:VB Community Annotation]	ID=gene:CPIJ008678;biotype=protein_coding;description=DNA replication licensing factor mcm5 [Source:VB Community Annotation];gene_id=CPIJ008678;logic_name=vectorbase_culex
CPIJ008690	0	0	1	1	0	0	1		BS11R [Source:UniProtKB/TrEMBL%3BAcc:B0WNH4]	ID=gene:CPIJ008690;biotype=protein_coding;description=BS11R [Source:UniProtKB/TrEMBL%3BAcc:B0WNH4];gene_id=CPIJ008690;logic_name=vectorbase_culex
CPIJ008695	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNH9]	ID=gene:CPIJ008695;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNH9];gene_id=CPIJ008695;logic_name=vectorbase_culex
CPIJ008701	0	0	1	1	0	0	1		Dolichol-phosphate mannosyltransferase subunit 3 [Source:UniProtKB/TrEMBL%3BAcc:B0WNI5]	ID=gene:CPIJ008701;biotype=protein_coding;description=Dolichol-phosphate mannosyltransferase subunit 3 [Source:UniProtKB/TrEMBL%3BAcc:B0WNI5];gene_id=CPIJ008701;logic_name=vectorbase_culex
CPIJ008730	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNV1]	ID=gene:CPIJ008730;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNV1];gene_id=CPIJ008730;logic_name=vectorbase_culex
CPIJ008745	0	0	0	1	0	0	0		Cappuccino [Source:UniProtKB/TrEMBL%3BAcc:B0WNW6]	ID=gene:CPIJ008745;biotype=protein_coding;description=Cappuccino [Source:UniProtKB/TrEMBL%3BAcc:B0WNW6];gene_id=CPIJ008745;logic_name=vectorbase_culex
CPIJ008759	0	0	1	1	0	0	1		Zinc finger protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNY0]	ID=gene:CPIJ008759;biotype=protein_coding;description=Zinc finger protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNY0];gene_id=CPIJ008759;logic_name=vectorbase_culex
CPIJ008766	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNY7]	ID=gene:CPIJ008766;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNY7];gene_id=CPIJ008766;logic_name=vectorbase_culex
CPIJ008770	0	0	1	1	0	0	0		NADH:ubiquinone dehydrogenase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ008770;biotype=protein_coding;description=NADH:ubiquinone dehydrogenase%2C putative [Source:VB Community Annotation];gene_id=CPIJ008770;logic_name=vectorbase_culex
CPIJ008780	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP01]	ID=gene:CPIJ008780;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP01];gene_id=CPIJ008780;logic_name=vectorbase_culex
CPIJ008783	0	0	1	0	0	0	0		alcohol dehydrogenase class 3 [Source:VB Community Annotation]	ID=gene:CPIJ008783;biotype=protein_coding;description=alcohol dehydrogenase class 3 [Source:VB Community Annotation];gene_id=CPIJ008783;logic_name=vectorbase_culex
CPIJ008793	0	0	1	0	0	0	0	OBP6	odorant binding protein OBP6 [Source:VB Community Annotation]	ID=gene:CPIJ008793;Name=OBP6;biotype=protein_coding;description=odorant binding protein OBP6 [Source:VB Community Annotation];gene_id=CPIJ008793;logic_name=vectorbase_culex
CPIJ008797	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP18]	ID=gene:CPIJ008797;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP18];gene_id=CPIJ008797;logic_name=vectorbase_culex
CPIJ008799	1	0	0	0	0	0	0		ATP-dependent Lon protease%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ008799;biotype=protein_coding;description=ATP-dependent Lon protease%2C putative [Source:VB Community Annotation];gene_id=CPIJ008799;logic_name=vectorbase_culex
CPIJ008809	0	0	1	1	0	0	0		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNU1]	ID=gene:CPIJ008809;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WNU1];gene_id=CPIJ008809;logic_name=vectorbase_culex
CPIJ008825	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPT0]	ID=gene:CPIJ008825;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPT0];gene_id=CPIJ008825;logic_name=vectorbase_culex
CPIJ008837	0	0	1	1	0	0	1		tRNA-specific adenosine deaminase [Source:UniProtKB/TrEMBL%3BAcc:B0WPX1]	ID=gene:CPIJ008837;biotype=protein_coding;description=tRNA-specific adenosine deaminase [Source:UniProtKB/TrEMBL%3BAcc:B0WPX1];gene_id=CPIJ008837;logic_name=vectorbase_culex
CPIJ008841	0	0	0	1	0	0	0		Peptidyl-prolyl cis-trans isomerase E [Source:UniProtKB/TrEMBL%3BAcc:B0WPX5]	ID=gene:CPIJ008841;biotype=protein_coding;description=Peptidyl-prolyl cis-trans isomerase E [Source:UniProtKB/TrEMBL%3BAcc:B0WPX5];gene_id=CPIJ008841;logic_name=vectorbase_culex
CPIJ008848	0	0	0	1	0	0	0		RPA-interacting protein alpha [Source:UniProtKB/TrEMBL%3BAcc:B0WPY2]	ID=gene:CPIJ008848;biotype=protein_coding;description=RPA-interacting protein alpha [Source:UniProtKB/TrEMBL%3BAcc:B0WPY2];gene_id=CPIJ008848;logic_name=vectorbase_culex
CPIJ008867	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQ01]	ID=gene:CPIJ008867;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQ01];gene_id=CPIJ008867;logic_name=vectorbase_culex
CPIJ008868	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQ02]	ID=gene:CPIJ008868;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQ02];gene_id=CPIJ008868;logic_name=vectorbase_culex
CPIJ008888	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP66]	ID=gene:CPIJ008888;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP66];gene_id=CPIJ008888;logic_name=vectorbase_culex
CPIJ008907	0	0	0	1	0	0	0		PRP38 pre-mRNA processing factor 38 domain containing A [Source:UniProtKB/TrEMBL%3BAcc:B0WP85]	ID=gene:CPIJ008907;biotype=protein_coding;description=PRP38 pre-mRNA processing factor 38 domain containing A [Source:UniProtKB/TrEMBL%3BAcc:B0WP85];gene_id=CPIJ008907;logic_name=vectorbase_culex
CPIJ008909	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP87]	ID=gene:CPIJ008909;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP87];gene_id=CPIJ008909;logic_name=vectorbase_culex
CPIJ008910	0	0	0	1	0	0	0		SNR1 [Source:UniProtKB/TrEMBL%3BAcc:B0WP88]	ID=gene:CPIJ008910;biotype=protein_coding;description=SNR1 [Source:UniProtKB/TrEMBL%3BAcc:B0WP88];gene_id=CPIJ008910;logic_name=vectorbase_culex
CPIJ008913	1	0	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP91]	ID=gene:CPIJ008913;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP91];gene_id=CPIJ008913;logic_name=vectorbase_culex
CPIJ008914	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP92]	ID=gene:CPIJ008914;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP92];gene_id=CPIJ008914;logic_name=vectorbase_culex
CPIJ008915	0	0	0	0	1	0	0		Heat shock 70 kDa protein cognate 4 [Source:UniProtKB/TrEMBL%3BAcc:B0WP93]	ID=gene:CPIJ008915;biotype=protein_coding;description=Heat shock 70 kDa protein cognate 4 [Source:UniProtKB/TrEMBL%3BAcc:B0WP93];gene_id=CPIJ008915;logic_name=vectorbase_culex
CPIJ008917	0	0	1	1	0	0	1		Sex-regulated protein janus-A [Source:UniProtKB/TrEMBL%3BAcc:B0WP95]	ID=gene:CPIJ008917;biotype=protein_coding;description=Sex-regulated protein janus-A [Source:UniProtKB/TrEMBL%3BAcc:B0WP95];gene_id=CPIJ008917;logic_name=vectorbase_culex
CPIJ008927	0	0	0	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQM9]	ID=gene:CPIJ008927;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQM9];gene_id=CPIJ008927;logic_name=vectorbase_culex
CPIJ008933	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQN5]	ID=gene:CPIJ008933;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQN5];gene_id=CPIJ008933;logic_name=vectorbase_culex
CPIJ008935	0	0	1	1	0	0	0	mRpL17	39S mitochondrial ribosomal protein L17 [Source:VB Community Annotation]	ID=gene:CPIJ008935;Name=mRpL17;biotype=protein_coding;description=39S mitochondrial ribosomal protein L17 [Source:VB Community Annotation];gene_id=CPIJ008935;logic_name=vectorbase_culex
CPIJ008952	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP99]	ID=gene:CPIJ008952;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WP99];gene_id=CPIJ008952;logic_name=vectorbase_culex
CPIJ008960	0	0	1	1	0	0	0		Pop5 protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ008960;biotype=protein_coding;description=Pop5 protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ008960;logic_name=vectorbase_culex
CPIJ008964	0	0	0	0	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPB1]	ID=gene:CPIJ008964;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPB1];gene_id=CPIJ008964;logic_name=vectorbase_culex
